Sorter,Sorting Type,Array Size,Run Number,Duration (ms)
BubbleSortUntilNoChange,RANDOM,1000,1,2.34
BubbleSortUntilNoChange,RANDOM,1000,2,2.39
BubbleSortUntilNoChange,RANDOM,1000,3,2.35
BubbleSortUntilNoChange,RANDOM,1000,4,2.35
BubbleSortUntilNoChange,RANDOM,1000,5,2.20
BubbleSortUntilNoChange,RANDOM,1000,6,2.26
BubbleSortUntilNoChange,RANDOM,1000,7,2.15
BubbleSortUntilNoChange,RANDOM,1000,8,2.20
BubbleSortUntilNoChange,RANDOM,1000,9,2.19
BubbleSortUntilNoChange,RANDOM,1000,10,2.09
BubbleSortUntilNoChange,RANDOM,1000,11,2.08
BubbleSortUntilNoChange,RANDOM,1000,12,2.14
BubbleSortUntilNoChange,RANDOM,1000,13,2.08
BubbleSortUntilNoChange,RANDOM,1000,14,2.14
BubbleSortUntilNoChange,RANDOM,1000,15,2.14
BubbleSortUntilNoChange,RANDOM,1000,16,2.18
BubbleSortUntilNoChange,RANDOM,1000,17,2.15
BubbleSortUntilNoChange,RANDOM,1000,18,2.09
BubbleSortUntilNoChange,RANDOM,1000,19,2.06
BubbleSortUntilNoChange,RANDOM,1000,20,2.08
BubbleSortUntilNoChange,RANDOM,1000,21,2.19
BubbleSortUntilNoChange,RANDOM,1000,22,2.17
BubbleSortUntilNoChange,RANDOM,1000,23,2.09
BubbleSortUntilNoChange,RANDOM,1000,24,2.03
BubbleSortUntilNoChange,RANDOM,1000,25,2.05
BubbleSortUntilNoChange,RANDOM,1000,26,1.92
BubbleSortUntilNoChange,RANDOM,1000,27,2.06
BubbleSortUntilNoChange,RANDOM,1000,28,2.05
BubbleSortUntilNoChange,RANDOM,1000,29,2.02
BubbleSortUntilNoChange,RANDOM,1000,30,2.16
BubbleSortUntilNoChange,RANDOM,1000,31,5.00
BubbleSortUntilNoChange,RANDOM,1000,32,3.52
BubbleSortUntilNoChange,RANDOM,1000,33,2.36
BubbleSortUntilNoChange,RANDOM,1000,34,2.27
BubbleSortUntilNoChange,RANDOM,1000,35,1.87
BubbleSortUntilNoChange,RANDOM,1000,36,1.94
BubbleSortUntilNoChange,RANDOM,1000,37,1.96
BubbleSortUntilNoChange,RANDOM,1000,38,1.94
BubbleSortUntilNoChange,RANDOM,1000,39,1.91
BubbleSortUntilNoChange,RANDOM,1000,40,1.97
BubbleSortUntilNoChange,RANDOM,1000,41,1.90
BubbleSortUntilNoChange,RANDOM,1000,42,1.91
BubbleSortUntilNoChange,RANDOM,1000,43,1.87
BubbleSortUntilNoChange,RANDOM,1000,44,1.86
BubbleSortUntilNoChange,RANDOM,1000,45,1.93
BubbleSortUntilNoChange,RANDOM,1000,46,1.98
BubbleSortUntilNoChange,RANDOM,1000,47,1.93
BubbleSortUntilNoChange,RANDOM,1000,48,1.89
BubbleSortUntilNoChange,RANDOM,1000,49,1.98
BubbleSortUntilNoChange,RANDOM,1000,50,1.95
BubbleSortUntilNoChange,RANDOM,1000,51,1.95
BubbleSortUntilNoChange,RANDOM,1000,52,1.87
BubbleSortUntilNoChange,RANDOM,1000,53,1.88
BubbleSortUntilNoChange,RANDOM,1000,54,1.87
BubbleSortUntilNoChange,RANDOM,1000,55,1.95
BubbleSortUntilNoChange,RANDOM,1000,56,2.01
BubbleSortUntilNoChange,RANDOM,1000,57,1.93
BubbleSortUntilNoChange,RANDOM,1000,58,1.93
BubbleSortUntilNoChange,RANDOM,1000,59,1.89
BubbleSortUntilNoChange,RANDOM,1000,60,1.92
BubbleSortUntilNoChange,RANDOM,1000,61,2.00
BubbleSortUntilNoChange,RANDOM,1000,62,1.94
BubbleSortUntilNoChange,RANDOM,1000,63,1.93
BubbleSortUntilNoChange,RANDOM,1000,64,1.89
BubbleSortUntilNoChange,RANDOM,1000,65,1.89
BubbleSortUntilNoChange,RANDOM,1000,66,1.91
BubbleSortUntilNoChange,RANDOM,1000,67,1.92
BubbleSortUntilNoChange,RANDOM,1000,68,1.90
BubbleSortUntilNoChange,RANDOM,1000,69,1.96
BubbleSortUntilNoChange,RANDOM,1000,70,1.91
BubbleSortUntilNoChange,RANDOM,1000,71,1.95
BubbleSortUntilNoChange,RANDOM,1000,72,1.89
BubbleSortUntilNoChange,RANDOM,1000,73,1.86
BubbleSortUntilNoChange,RANDOM,1000,74,1.98
BubbleSortUntilNoChange,RANDOM,1000,75,1.97
BubbleSortUntilNoChange,RANDOM,1000,76,2.02
BubbleSortUntilNoChange,RANDOM,1000,77,1.92
BubbleSortUntilNoChange,RANDOM,1000,78,1.97
BubbleSortUntilNoChange,RANDOM,1000,79,1.86
BubbleSortUntilNoChange,RANDOM,1000,80,1.84
BubbleSortUntilNoChange,RANDOM,1000,81,1.95
BubbleSortUntilNoChange,RANDOM,1000,82,1.88
BubbleSortUntilNoChange,RANDOM,1000,83,1.90
BubbleSortUntilNoChange,RANDOM,1000,84,1.88
BubbleSortUntilNoChange,RANDOM,1000,85,1.88
BubbleSortUntilNoChange,RANDOM,1000,86,1.92
BubbleSortUntilNoChange,RANDOM,1000,87,1.96
BubbleSortUntilNoChange,RANDOM,1000,88,1.95
BubbleSortUntilNoChange,RANDOM,1000,89,2.04
BubbleSortUntilNoChange,RANDOM,1000,90,1.94
BubbleSortUntilNoChange,RANDOM,1000,91,1.97
BubbleSortUntilNoChange,RANDOM,1000,92,1.93
BubbleSortUntilNoChange,RANDOM,1000,93,1.96
BubbleSortUntilNoChange,RANDOM,1000,94,1.99
BubbleSortUntilNoChange,RANDOM,1000,95,1.96
BubbleSortUntilNoChange,RANDOM,1000,96,1.87
BubbleSortUntilNoChange,RANDOM,1000,97,1.88
BubbleSortUntilNoChange,RANDOM,1000,98,1.87
BubbleSortUntilNoChange,RANDOM,1000,99,1.94
BubbleSortUntilNoChange,RANDOM,1000,100,1.88
BubbleSortUntilNoChange,RANDOM,1000,101,1.93
BubbleSortUntilNoChange,RANDOM,1000,102,1.84
BubbleSortUntilNoChange,RANDOM,1000,103,1.92
BubbleSortUntilNoChange,RANDOM,1000,104,1.91
BubbleSortUntilNoChange,RANDOM,1000,105,1.81
BubbleSortUntilNoChange,RANDOM,1000,106,1.97
BubbleSortUntilNoChange,RANDOM,1000,107,1.93
BubbleSortUntilNoChange,RANDOM,1000,108,1.91
BubbleSortUntilNoChange,RANDOM,1000,109,1.98
BubbleSortUntilNoChange,RANDOM,1000,110,1.92
BubbleSortUntilNoChange,RANDOM,1000,111,1.96
BubbleSortUntilNoChange,RANDOM,1000,112,1.90
BubbleSortUntilNoChange,RANDOM,1000,113,1.91
BubbleSortUntilNoChange,RANDOM,1000,114,1.93
BubbleSortUntilNoChange,RANDOM,1000,115,1.91
BubbleSortUntilNoChange,RANDOM,1000,116,1.94
BubbleSortUntilNoChange,RANDOM,1000,117,1.92
BubbleSortUntilNoChange,RANDOM,1000,118,1.97
BubbleSortUntilNoChange,RANDOM,1000,119,1.95
BubbleSortUntilNoChange,RANDOM,1000,120,1.93
BubbleSortUntilNoChange,RANDOM,1000,121,1.91
BubbleSortUntilNoChange,RANDOM,1000,122,1.89
BubbleSortUntilNoChange,RANDOM,1000,123,1.87
BubbleSortUntilNoChange,RANDOM,1000,124,1.90
BubbleSortUntilNoChange,RANDOM,1000,125,1.90
BubbleSortUntilNoChange,RANDOM,1000,126,1.94
BubbleSortUntilNoChange,RANDOM,1000,127,1.78
BubbleSortUntilNoChange,RANDOM,1000,128,1.87
BubbleSortUntilNoChange,RANDOM,1000,129,2.00
BubbleSortUntilNoChange,RANDOM,1000,130,1.93
BubbleSortUntilNoChange,RANDOM,1000,131,1.98
BubbleSortUntilNoChange,RANDOM,1000,132,1.98
BubbleSortUntilNoChange,RANDOM,1000,133,1.97
BubbleSortUntilNoChange,RANDOM,1000,134,1.94
BubbleSortUntilNoChange,RANDOM,1000,135,1.89
BubbleSortUntilNoChange,RANDOM,1000,136,1.99
BubbleSortUntilNoChange,RANDOM,1000,137,1.91
BubbleSortUntilNoChange,RANDOM,1000,138,1.87
BubbleSortUntilNoChange,RANDOM,1000,139,1.89
BubbleSortUntilNoChange,RANDOM,1000,140,1.84
BubbleSortUntilNoChange,RANDOM,1000,141,1.90
BubbleSortUntilNoChange,RANDOM,1000,142,1.88
BubbleSortUntilNoChange,RANDOM,1000,143,1.87
BubbleSortUntilNoChange,RANDOM,1000,144,1.86
BubbleSortUntilNoChange,RANDOM,1000,145,1.87
BubbleSortUntilNoChange,RANDOM,1000,146,1.94
BubbleSortUntilNoChange,RANDOM,1000,147,1.89
BubbleSortUntilNoChange,RANDOM,1000,148,1.93
BubbleSortUntilNoChange,RANDOM,1000,149,1.84
BubbleSortUntilNoChange,RANDOM,1000,150,1.90
BubbleSortUntilNoChange,RANDOM,1000,151,1.89
BubbleSortUntilNoChange,RANDOM,1000,152,1.90
BubbleSortUntilNoChange,RANDOM,1000,153,1.92
BubbleSortUntilNoChange,RANDOM,1000,154,1.93
BubbleSortUntilNoChange,RANDOM,1000,155,1.94
BubbleSortUntilNoChange,RANDOM,1000,156,1.98
BubbleSortUntilNoChange,RANDOM,1000,157,1.88
BubbleSortUntilNoChange,RANDOM,1000,158,1.94
BubbleSortUntilNoChange,RANDOM,1000,159,1.91
BubbleSortUntilNoChange,RANDOM,1000,160,1.98
BubbleSortUntilNoChange,RANDOM,1000,161,1.89
BubbleSortUntilNoChange,RANDOM,1000,162,1.94
BubbleSortUntilNoChange,RANDOM,1000,163,1.90
BubbleSortUntilNoChange,RANDOM,1000,164,1.90
BubbleSortUntilNoChange,RANDOM,1000,165,1.95
BubbleSortUntilNoChange,RANDOM,1000,166,1.92
BubbleSortUntilNoChange,RANDOM,1000,167,1.83
BubbleSortUntilNoChange,RANDOM,1000,168,1.94
BubbleSortUntilNoChange,RANDOM,1000,169,1.90
BubbleSortUntilNoChange,RANDOM,1000,170,1.94
BubbleSortUntilNoChange,RANDOM,1000,171,1.86
BubbleSortUntilNoChange,RANDOM,1000,172,1.93
BubbleSortUntilNoChange,RANDOM,1000,173,1.92
BubbleSortUntilNoChange,RANDOM,1000,174,1.89
BubbleSortUntilNoChange,RANDOM,1000,175,1.92
BubbleSortUntilNoChange,RANDOM,1000,176,1.90
BubbleSortUntilNoChange,RANDOM,1000,177,1.84
BubbleSortUntilNoChange,RANDOM,1000,178,1.94
BubbleSortUntilNoChange,RANDOM,1000,179,1.96
BubbleSortUntilNoChange,RANDOM,1000,180,1.88
BubbleSortUntilNoChange,RANDOM,1000,181,1.91
BubbleSortUntilNoChange,RANDOM,1000,182,1.96
BubbleSortUntilNoChange,RANDOM,1000,183,1.90
BubbleSortUntilNoChange,RANDOM,1000,184,1.91
BubbleSortUntilNoChange,RANDOM,1000,185,1.91
BubbleSortUntilNoChange,RANDOM,1000,186,1.88
BubbleSortUntilNoChange,RANDOM,1000,187,1.90
BubbleSortUntilNoChange,RANDOM,1000,188,1.94
BubbleSortUntilNoChange,RANDOM,1000,189,1.90
BubbleSortUntilNoChange,RANDOM,1000,190,1.81
BubbleSortUntilNoChange,RANDOM,1000,191,1.89
BubbleSortUntilNoChange,RANDOM,1000,192,1.92
BubbleSortUntilNoChange,RANDOM,1000,193,1.87
BubbleSortUntilNoChange,RANDOM,1000,194,1.96
BubbleSortUntilNoChange,RANDOM,1000,195,1.94
BubbleSortUntilNoChange,RANDOM,1000,196,1.90
BubbleSortUntilNoChange,RANDOM,1000,197,1.88
BubbleSortUntilNoChange,RANDOM,1000,198,1.92
BubbleSortUntilNoChange,RANDOM,1000,199,1.99
BubbleSortUntilNoChange,RANDOM,1000,200,1.91
BubbleSortUntilNoChange,RANDOM,5000,1,47.32
BubbleSortUntilNoChange,RANDOM,5000,2,46.84
BubbleSortUntilNoChange,RANDOM,5000,3,49.03
BubbleSortUntilNoChange,RANDOM,5000,4,48.56
BubbleSortUntilNoChange,RANDOM,5000,5,47.48
BubbleSortUntilNoChange,RANDOM,5000,6,47.41
BubbleSortUntilNoChange,RANDOM,5000,7,47.19
BubbleSortUntilNoChange,RANDOM,5000,8,47.73
BubbleSortUntilNoChange,RANDOM,5000,9,47.81
BubbleSortUntilNoChange,RANDOM,5000,10,47.64
BubbleSortUntilNoChange,RANDOM,5000,11,47.55
BubbleSortUntilNoChange,RANDOM,5000,12,47.13
BubbleSortUntilNoChange,RANDOM,5000,13,47.97
BubbleSortUntilNoChange,RANDOM,5000,14,46.86
BubbleSortUntilNoChange,RANDOM,5000,15,47.50
BubbleSortUntilNoChange,RANDOM,5000,16,46.92
BubbleSortUntilNoChange,RANDOM,5000,17,47.06
BubbleSortUntilNoChange,RANDOM,5000,18,47.15
BubbleSortUntilNoChange,RANDOM,5000,19,47.47
BubbleSortUntilNoChange,RANDOM,5000,20,48.37
BubbleSortUntilNoChange,RANDOM,5000,21,47.65
BubbleSortUntilNoChange,RANDOM,5000,22,47.14
BubbleSortUntilNoChange,RANDOM,5000,23,46.79
BubbleSortUntilNoChange,RANDOM,5000,24,47.11
BubbleSortUntilNoChange,RANDOM,5000,25,47.62
BubbleSortUntilNoChange,RANDOM,5000,26,47.07
BubbleSortUntilNoChange,RANDOM,5000,27,47.83
BubbleSortUntilNoChange,RANDOM,5000,28,47.12
BubbleSortUntilNoChange,RANDOM,5000,29,46.86
BubbleSortUntilNoChange,RANDOM,5000,30,47.72
BubbleSortUntilNoChange,RANDOM,5000,31,47.10
BubbleSortUntilNoChange,RANDOM,5000,32,47.61
BubbleSortUntilNoChange,RANDOM,5000,33,45.04
BubbleSortUntilNoChange,RANDOM,5000,34,47.05
BubbleSortUntilNoChange,RANDOM,5000,35,47.90
BubbleSortUntilNoChange,RANDOM,5000,36,47.76
BubbleSortUntilNoChange,RANDOM,5000,37,47.55
BubbleSortUntilNoChange,RANDOM,5000,38,47.40
BubbleSortUntilNoChange,RANDOM,5000,39,47.38
BubbleSortUntilNoChange,RANDOM,5000,40,48.14
BubbleSortUntilNoChange,RANDOM,5000,41,48.30
BubbleSortUntilNoChange,RANDOM,5000,42,48.02
BubbleSortUntilNoChange,RANDOM,5000,43,49.01
BubbleSortUntilNoChange,RANDOM,5000,44,48.38
BubbleSortUntilNoChange,RANDOM,5000,45,47.91
BubbleSortUntilNoChange,RANDOM,5000,46,48.10
BubbleSortUntilNoChange,RANDOM,5000,47,47.55
BubbleSortUntilNoChange,RANDOM,5000,48,48.00
BubbleSortUntilNoChange,RANDOM,5000,49,47.51
BubbleSortUntilNoChange,RANDOM,5000,50,48.37
BubbleSortUntilNoChange,RANDOM,5000,51,49.01
BubbleSortUntilNoChange,RANDOM,5000,52,48.53
BubbleSortUntilNoChange,RANDOM,5000,53,48.18
BubbleSortUntilNoChange,RANDOM,5000,54,48.38
BubbleSortUntilNoChange,RANDOM,5000,55,47.82
BubbleSortUntilNoChange,RANDOM,5000,56,48.74
BubbleSortUntilNoChange,RANDOM,5000,57,47.87
BubbleSortUntilNoChange,RANDOM,5000,58,47.68
BubbleSortUntilNoChange,RANDOM,5000,59,47.89
BubbleSortUntilNoChange,RANDOM,5000,60,48.03
BubbleSortUntilNoChange,RANDOM,5000,61,48.10
BubbleSortUntilNoChange,RANDOM,5000,62,48.53
BubbleSortUntilNoChange,RANDOM,5000,63,48.08
BubbleSortUntilNoChange,RANDOM,5000,64,48.63
BubbleSortUntilNoChange,RANDOM,5000,65,47.67
BubbleSortUntilNoChange,RANDOM,5000,66,48.01
BubbleSortUntilNoChange,RANDOM,5000,67,47.09
BubbleSortUntilNoChange,RANDOM,5000,68,47.43
BubbleSortUntilNoChange,RANDOM,5000,69,47.31
BubbleSortUntilNoChange,RANDOM,5000,70,48.51
BubbleSortUntilNoChange,RANDOM,5000,71,48.63
BubbleSortUntilNoChange,RANDOM,5000,72,48.56
BubbleSortUntilNoChange,RANDOM,5000,73,48.18
BubbleSortUntilNoChange,RANDOM,5000,74,48.74
BubbleSortUntilNoChange,RANDOM,5000,75,48.56
BubbleSortUntilNoChange,RANDOM,5000,76,48.06
BubbleSortUntilNoChange,RANDOM,5000,77,48.47
BubbleSortUntilNoChange,RANDOM,5000,78,48.24
BubbleSortUntilNoChange,RANDOM,5000,79,48.02
BubbleSortUntilNoChange,RANDOM,5000,80,47.28
BubbleSortUntilNoChange,RANDOM,5000,81,48.12
BubbleSortUntilNoChange,RANDOM,5000,82,48.76
BubbleSortUntilNoChange,RANDOM,5000,83,47.79
BubbleSortUntilNoChange,RANDOM,5000,84,49.11
BubbleSortUntilNoChange,RANDOM,5000,85,48.55
BubbleSortUntilNoChange,RANDOM,5000,86,49.09
BubbleSortUntilNoChange,RANDOM,5000,87,48.61
BubbleSortUntilNoChange,RANDOM,5000,88,48.99
BubbleSortUntilNoChange,RANDOM,5000,89,48.29
BubbleSortUntilNoChange,RANDOM,5000,90,49.02
BubbleSortUntilNoChange,RANDOM,5000,91,48.85
BubbleSortUntilNoChange,RANDOM,5000,92,48.50
BubbleSortUntilNoChange,RANDOM,5000,93,47.36
BubbleSortUntilNoChange,RANDOM,5000,94,48.91
BubbleSortUntilNoChange,RANDOM,5000,95,50.32
BubbleSortUntilNoChange,RANDOM,5000,96,48.71
BubbleSortUntilNoChange,RANDOM,5000,97,49.12
BubbleSortUntilNoChange,RANDOM,5000,98,47.24
BubbleSortUntilNoChange,RANDOM,5000,99,47.40
BubbleSortUntilNoChange,RANDOM,5000,100,48.31
BubbleSortUntilNoChange,RANDOM,5000,101,48.28
BubbleSortUntilNoChange,RANDOM,5000,102,48.03
BubbleSortUntilNoChange,RANDOM,5000,103,47.21
BubbleSortUntilNoChange,RANDOM,5000,104,48.08
BubbleSortUntilNoChange,RANDOM,5000,105,47.96
BubbleSortUntilNoChange,RANDOM,5000,106,47.99
BubbleSortUntilNoChange,RANDOM,5000,107,47.79
BubbleSortUntilNoChange,RANDOM,5000,108,48.18
BubbleSortUntilNoChange,RANDOM,5000,109,48.42
BubbleSortUntilNoChange,RANDOM,5000,110,48.51
BubbleSortUntilNoChange,RANDOM,5000,111,49.06
BubbleSortUntilNoChange,RANDOM,5000,112,47.95
BubbleSortUntilNoChange,RANDOM,5000,113,48.38
BubbleSortUntilNoChange,RANDOM,5000,114,49.26
BubbleSortUntilNoChange,RANDOM,5000,115,49.18
BubbleSortUntilNoChange,RANDOM,5000,116,55.03
BubbleSortUntilNoChange,RANDOM,5000,117,48.83
BubbleSortUntilNoChange,RANDOM,5000,118,48.93
BubbleSortUntilNoChange,RANDOM,5000,119,49.11
BubbleSortUntilNoChange,RANDOM,5000,120,49.28
BubbleSortUntilNoChange,RANDOM,5000,121,48.33
BubbleSortUntilNoChange,RANDOM,5000,122,47.37
BubbleSortUntilNoChange,RANDOM,5000,123,48.04
BubbleSortUntilNoChange,RANDOM,5000,124,48.23
BubbleSortUntilNoChange,RANDOM,5000,125,47.98
BubbleSortUntilNoChange,RANDOM,5000,126,47.81
BubbleSortUntilNoChange,RANDOM,5000,127,48.20
BubbleSortUntilNoChange,RANDOM,5000,128,48.72
BubbleSortUntilNoChange,RANDOM,5000,129,47.84
BubbleSortUntilNoChange,RANDOM,5000,130,48.74
BubbleSortUntilNoChange,RANDOM,5000,131,48.42
BubbleSortUntilNoChange,RANDOM,5000,132,48.27
BubbleSortUntilNoChange,RANDOM,5000,133,48.66
BubbleSortUntilNoChange,RANDOM,5000,134,48.34
BubbleSortUntilNoChange,RANDOM,5000,135,48.23
BubbleSortUntilNoChange,RANDOM,5000,136,48.16
BubbleSortUntilNoChange,RANDOM,5000,137,59.07
BubbleSortUntilNoChange,RANDOM,5000,138,48.46
BubbleSortUntilNoChange,RANDOM,5000,139,47.99
BubbleSortUntilNoChange,RANDOM,5000,140,47.86
BubbleSortUntilNoChange,RANDOM,5000,141,48.14
BubbleSortUntilNoChange,RANDOM,5000,142,47.25
BubbleSortUntilNoChange,RANDOM,5000,143,47.60
BubbleSortUntilNoChange,RANDOM,5000,144,47.41
BubbleSortUntilNoChange,RANDOM,5000,145,49.40
BubbleSortUntilNoChange,RANDOM,5000,146,48.00
BubbleSortUntilNoChange,RANDOM,5000,147,48.13
BubbleSortUntilNoChange,RANDOM,5000,148,49.07
BubbleSortUntilNoChange,RANDOM,5000,149,48.53
BubbleSortUntilNoChange,RANDOM,5000,150,49.23
BubbleSortUntilNoChange,RANDOM,5000,151,48.24
BubbleSortUntilNoChange,RANDOM,5000,152,48.50
BubbleSortUntilNoChange,RANDOM,5000,153,48.15
BubbleSortUntilNoChange,RANDOM,5000,154,49.32
BubbleSortUntilNoChange,RANDOM,5000,155,47.92
BubbleSortUntilNoChange,RANDOM,5000,156,48.58
BubbleSortUntilNoChange,RANDOM,5000,157,48.59
BubbleSortUntilNoChange,RANDOM,5000,158,63.53
BubbleSortUntilNoChange,RANDOM,5000,159,48.37
BubbleSortUntilNoChange,RANDOM,5000,160,48.89
BubbleSortUntilNoChange,RANDOM,5000,161,48.47
BubbleSortUntilNoChange,RANDOM,5000,162,48.58
BubbleSortUntilNoChange,RANDOM,5000,163,49.10
BubbleSortUntilNoChange,RANDOM,5000,164,48.64
BubbleSortUntilNoChange,RANDOM,5000,165,48.52
BubbleSortUntilNoChange,RANDOM,5000,166,48.99
BubbleSortUntilNoChange,RANDOM,5000,167,48.10
BubbleSortUntilNoChange,RANDOM,5000,168,49.48
BubbleSortUntilNoChange,RANDOM,5000,169,50.03
BubbleSortUntilNoChange,RANDOM,5000,170,49.98
BubbleSortUntilNoChange,RANDOM,5000,171,48.93
BubbleSortUntilNoChange,RANDOM,5000,172,48.37
BubbleSortUntilNoChange,RANDOM,5000,173,48.12
BubbleSortUntilNoChange,RANDOM,5000,174,47.92
BubbleSortUntilNoChange,RANDOM,5000,175,47.63
BubbleSortUntilNoChange,RANDOM,5000,176,51.26
BubbleSortUntilNoChange,RANDOM,5000,177,52.37
BubbleSortUntilNoChange,RANDOM,5000,178,52.95
BubbleSortUntilNoChange,RANDOM,5000,179,83.48
BubbleSortUntilNoChange,RANDOM,5000,180,52.18
BubbleSortUntilNoChange,RANDOM,5000,181,51.38
BubbleSortUntilNoChange,RANDOM,5000,182,50.14
BubbleSortUntilNoChange,RANDOM,5000,183,50.37
BubbleSortUntilNoChange,RANDOM,5000,184,50.77
BubbleSortUntilNoChange,RANDOM,5000,185,52.18
BubbleSortUntilNoChange,RANDOM,5000,186,50.02
BubbleSortUntilNoChange,RANDOM,5000,187,47.95
BubbleSortUntilNoChange,RANDOM,5000,188,48.46
BubbleSortUntilNoChange,RANDOM,5000,189,49.24
BubbleSortUntilNoChange,RANDOM,5000,190,48.72
BubbleSortUntilNoChange,RANDOM,5000,191,50.73
BubbleSortUntilNoChange,RANDOM,5000,192,91.36
BubbleSortUntilNoChange,RANDOM,5000,193,85.72
BubbleSortUntilNoChange,RANDOM,5000,194,52.91
BubbleSortUntilNoChange,RANDOM,5000,195,50.45
BubbleSortUntilNoChange,RANDOM,5000,196,50.79
BubbleSortUntilNoChange,RANDOM,5000,197,49.80
BubbleSortUntilNoChange,RANDOM,5000,198,49.61
BubbleSortUntilNoChange,RANDOM,5000,199,49.07
BubbleSortUntilNoChange,RANDOM,5000,200,79.02
BubbleSortUntilNoChange,RANDOM,10000,1,217.35
BubbleSortUntilNoChange,RANDOM,10000,2,220.82
BubbleSortUntilNoChange,RANDOM,10000,3,217.33
BubbleSortUntilNoChange,RANDOM,10000,4,217.24
BubbleSortUntilNoChange,RANDOM,10000,5,252.20
BubbleSortUntilNoChange,RANDOM,10000,6,214.41
BubbleSortUntilNoChange,RANDOM,10000,7,215.56
BubbleSortUntilNoChange,RANDOM,10000,8,216.09
BubbleSortUntilNoChange,RANDOM,10000,9,219.91
BubbleSortUntilNoChange,RANDOM,10000,10,215.84
BubbleSortUntilNoChange,RANDOM,10000,11,216.40
BubbleSortUntilNoChange,RANDOM,10000,12,214.54
BubbleSortUntilNoChange,RANDOM,10000,13,217.78
BubbleSortUntilNoChange,RANDOM,10000,14,217.91
BubbleSortUntilNoChange,RANDOM,10000,15,220.61
BubbleSortUntilNoChange,RANDOM,10000,16,274.86
BubbleSortUntilNoChange,RANDOM,10000,17,221.07
BubbleSortUntilNoChange,RANDOM,10000,18,219.20
BubbleSortUntilNoChange,RANDOM,10000,19,217.68
BubbleSortUntilNoChange,RANDOM,10000,20,216.55
BubbleSortUntilNoChange,RANDOM,10000,21,218.44
BubbleSortUntilNoChange,RANDOM,10000,22,218.01
BubbleSortUntilNoChange,RANDOM,10000,23,217.88
BubbleSortUntilNoChange,RANDOM,10000,24,215.25
BubbleSortUntilNoChange,RANDOM,10000,25,216.18
BubbleSortUntilNoChange,RANDOM,10000,26,269.50
BubbleSortUntilNoChange,RANDOM,10000,27,216.74
BubbleSortUntilNoChange,RANDOM,10000,28,217.47
BubbleSortUntilNoChange,RANDOM,10000,29,219.91
BubbleSortUntilNoChange,RANDOM,10000,30,214.52
BubbleSortUntilNoChange,RANDOM,10000,31,216.03
BubbleSortUntilNoChange,RANDOM,10000,32,219.50
BubbleSortUntilNoChange,RANDOM,10000,33,214.56
BubbleSortUntilNoChange,RANDOM,10000,34,215.39
BubbleSortUntilNoChange,RANDOM,10000,35,215.54
BubbleSortUntilNoChange,RANDOM,10000,36,217.17
BubbleSortUntilNoChange,RANDOM,10000,37,314.52
BubbleSortUntilNoChange,RANDOM,10000,38,215.45
BubbleSortUntilNoChange,RANDOM,10000,39,216.92
BubbleSortUntilNoChange,RANDOM,10000,40,214.85
BubbleSortUntilNoChange,RANDOM,10000,41,218.85
BubbleSortUntilNoChange,RANDOM,10000,42,214.49
BubbleSortUntilNoChange,RANDOM,10000,43,217.44
BubbleSortUntilNoChange,RANDOM,10000,44,215.03
BubbleSortUntilNoChange,RANDOM,10000,45,214.50
BubbleSortUntilNoChange,RANDOM,10000,46,216.12
BubbleSortUntilNoChange,RANDOM,10000,47,285.67
BubbleSortUntilNoChange,RANDOM,10000,48,216.42
BubbleSortUntilNoChange,RANDOM,10000,49,217.80
BubbleSortUntilNoChange,RANDOM,10000,50,217.60
BubbleSortUntilNoChange,RANDOM,10000,51,216.94
BubbleSortUntilNoChange,RANDOM,10000,52,216.06
BubbleSortUntilNoChange,RANDOM,10000,53,217.42
BubbleSortUntilNoChange,RANDOM,10000,54,217.50
BubbleSortUntilNoChange,RANDOM,10000,55,217.53
BubbleSortUntilNoChange,RANDOM,10000,56,216.55
BubbleSortUntilNoChange,RANDOM,10000,57,215.13
BubbleSortUntilNoChange,RANDOM,10000,58,305.70
BubbleSortUntilNoChange,RANDOM,10000,59,217.04
BubbleSortUntilNoChange,RANDOM,10000,60,215.77
BubbleSortUntilNoChange,RANDOM,10000,61,216.50
BubbleSortUntilNoChange,RANDOM,10000,62,216.44
BubbleSortUntilNoChange,RANDOM,10000,63,215.44
BubbleSortUntilNoChange,RANDOM,10000,64,214.46
BubbleSortUntilNoChange,RANDOM,10000,65,216.57
BubbleSortUntilNoChange,RANDOM,10000,66,214.59
BubbleSortUntilNoChange,RANDOM,10000,67,213.85
BubbleSortUntilNoChange,RANDOM,10000,68,296.61
BubbleSortUntilNoChange,RANDOM,10000,69,215.99
BubbleSortUntilNoChange,RANDOM,10000,70,218.18
BubbleSortUntilNoChange,RANDOM,10000,71,216.63
BubbleSortUntilNoChange,RANDOM,10000,72,217.38
BubbleSortUntilNoChange,RANDOM,10000,73,215.35
BubbleSortUntilNoChange,RANDOM,10000,74,214.29
BubbleSortUntilNoChange,RANDOM,10000,75,214.30
BubbleSortUntilNoChange,RANDOM,10000,76,213.81
BubbleSortUntilNoChange,RANDOM,10000,77,217.89
BubbleSortUntilNoChange,RANDOM,10000,78,215.69
BubbleSortUntilNoChange,RANDOM,10000,79,214.95
BubbleSortUntilNoChange,RANDOM,10000,80,217.44
BubbleSortUntilNoChange,RANDOM,10000,81,213.51
